tracks/artist,tracks/album,tracks/track,tracks/uri,albums/artist,albums/album,albums/uri,artists/name,artists/uri,other
No Jumper,Hard (feat. Tay-K and BlocBoy JB),Hard (feat. Tay-K and BlocBoy JB),spotify:track:32OkBQinMWqa7ZydEkHqVi,,,,,,
Playboi Carti,Playboi Carti,dothatshit!,spotify:track:1KzNsOkpQthVwpCJrADJEQ,,,,,,
Metro Boomin,NOT ALL HEROES WEAR CAPES,Dreamcatcher (feat. Swae Lee & Travis Scott),spotify:track:6osMzmRHCVETbZMHceLRmh,,,,,,
Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne)","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",spotify:track:2MbdDtCv5LUVjYy9RuGTgC,,,,,,
KYLE,iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),spotify:track:2EEeOnHehOozLq4aS0n6SL,,,,,,
Kanye West,The Life Of Pablo,Father Stretch My Hands Pt. 1,spotify:track:7GwMPc1Id4sAotVekDP4b2,,,,,,
Polo G,THE GOAT,21,spotify:track:3JKgcAa7r07ocVWcV8bS0H,,,,,,
DJ Khaled,Wild Thoughts,Wild Thoughts,spotify:track:4IIUaKqGMElZ3rGtuvYlNc,,,,,,
KIDS SEE GHOSTS,KIDS SEE GHOSTS,Reborn,spotify:track:4RVbK6cV0VqWdpCDcx3hiT,,,,,,
Clean Bandit,Higher (feat. iann dior),Higher (feat. iann dior),spotify:track:4OoYfejHABzYe2mG8p5s8b,,,,,,
Bankrol Hayden,Pain is Temporary,Whatchu On Today (feat. Polo G),spotify:track:2NtcRpiK7HnSA8CuBQyY16,,,,,,
XXXTENTACION,17,Revenge,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,,,,,,
BROCKHAMPTON,GINGER,NO HALO,spotify:track:694vvR5o19xHPhhJ5QdLN7,,,,,,
French Montana,No Stylist,No Stylist (feat. Drake),spotify:track:04MLEeAMuV9IlHEsD8vF6A,,,,,,
Kanye West,Donda,Hurricane,spotify:track:6Hfu9sc7jvv6coyy2LlzBF,,,,,,
Lil Tecca,Show Me Up,Show Me Up,spotify:track:3BGppswSnFNGUSFiJ6rj4n,,,,,,
Flipp Dinero,Leave Me Alone,Leave Me Alone,spotify:track:14mHfNsSHN0FbLftyjrV9g,,,,,,
Tyga,Taste (feat. Offset),Taste (feat. Offset),spotify:track:5IaHrVsrferBYDm0bDyABy,,,,,,
Tee Grizzley,Scriptures,Young Grizzley World (feat. A Boogie Wit Da Hoodie & YNW Melly),spotify:track:2HsSzwrvvgiYSCdsYLiJWB,,,,,,
Nick Bonin,Fell Too Far,Fell Too Far,spotify:track:3wT2sBMJHXCkSexVBBhrCH,,,,,,
Flo Milli,In The Party,In The Party,spotify:track:2JF8KwK1hH7MWxKcFdTlcg,,,,,,
Bryson Tiller,True to Self,Don't Get Too High,spotify:track:0OVhQZkNe7lh0fQeH96EFW,,,,,,
Juice WRLD,Death Race For Love,HeMotions,spotify:track:6phY2gnvf9WwCiXlLMQOY3,,,,,,
The Weeknd,After Hours,Snowchild,spotify:track:3WlbeuhfRSqU7ylK2Ui5U7,,,,,,
AJR,The Click (Deluxe Edition),Sober Up,spotify:track:705RTV4koxnA5jlxbGs29o,,,,,,
DaBaby,My Brother’s Keeper (Long Live G),Handgun (feat. NoCap & Polo G),spotify:track:49oXk8rg7uaqkbDSEVblMx,,,,,,
Travis Scott,ASTROWORLD,5% TINT,spotify:track:11kDth1aKUEUMq9r1pqyds,,,,,,
Bankrol Hayden,Pain is Temporary,Costa Rica (feat. The Kid LAROI) - Remix,spotify:track:3tdjTdCCgKtwacsICCtPZZ,,,,,,
MadeinTYO,You Are Forgiven,Savage,spotify:track:0yHoFmNFad1gFl9MW7YBLy,,,,,,
Duke Deuce,Duke Nukem,GANGSTA PARTY,spotify:track:0wUnKWRBSBG4BN3WJPCLws,,,,,,
A Boogie Wit da Hoodie,Artist 2.0,Blood On My Denim,spotify:track:0LHWHUcUYhFAUkCt2q4Gad,,,,,,
J. Cole,False Prophets,False Prophets,spotify:track:0eneujAc4PxkdjP25Gsue1,,,,,,
Drake,Thank Me Later,Over,spotify:track:6BdgtqiV3oXNqBikezwdvC,,,,,,
Travis Scott,Rodeo (Expanded Edition),Pornography,spotify:track:2QeQNF182V61Im0QpjdVta,,,,,,
Juice WRLD,Death Race For Love,Desire,spotify:track:15LOSQ3z91ZB2wMiMhiCjZ,,,,,,
Sheff G,Proud Of Me Now,Tip Toe,spotify:track:4bJpzTfBhH62biMJpweayC,,,,,,
XXXTENTACION,?,the remedy for a broken heart (why am I so in love),spotify:track:4UKCKdYiLN6IMA5ZESUTL7,,,,,,
Bobby Shmurda,Hot N*gga,Hot N*gga,spotify:track:19gEmPjfqSZT0ulDRfjl0m,,,,,,
Khalid,My Bad,My Bad,spotify:track:1DUSuNhF8P5vUGNPpQiZa5,,,,,,
88GLAM,88GLAM2,Big Ship,spotify:track:4gisR7ioGxHZJ9jEJnNybI,,,,,,
DJ Khaled,For Free (feat. Drake),For Free (feat. Drake),spotify:track:4JDZl9nKIAhAhDjw753u4X,,,,,,
Jay Critch,Hood Favorite,Ego,spotify:track:0e9JDnz30moH9suCA64omJ,,,,,,
Diplo,California,Wish,spotify:track:7lxOjQyVsHQ8toQeT7IgCc,,,,,,
$NOT,Revenge,Revenge,spotify:track:4X5AMbgW6whnAuDX10fhgq,,,,,,
A Boogie Wit da Hoodie,B4 AVA,Glasses,spotify:track:3CUqjIsPPuncCJFIydwq5a,,,,,,
XXXTENTACION,"XXXTENTACION Presents: Members Only, Vol. 4",Sauce!,spotify:track:3jq1RpStaB1YGyN3rRZGca,,,,,,
Future,What A Time To Be Alive,Jersey,spotify:track:2ACys0pX0SjmpQmQWzp7wt,,,,,,
Kanye West,Graduation,Stronger,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,,,,,,
Juice WRLD,Goodbye & Good Riddance,Black & White,spotify:track:2gsTjQouGxmD0z9K5MYpoI,,,,,,
Jaden,ERYS,Summertime In Paris,spotify:track:6XNANAB7sFvkfho6bMCp7o,,,,,,
Travis Scott,ASTROWORLD,SICKO MODE,spotify:track:2xLMifQCjDGFmkHkpNLD9h,,,,,,
Bankrol Hayden,29,29,spotify:track:294r8rdOqr0Nv1vuV5u8Qv,,,,,,
Metro Boomin,No Complaints,No Complaints,spotify:track:6kig1UFggPUyZBCvXD3Wod,,,,,,
Speaker Knockerz,Married to the Money II #Mttm2,Lonely,spotify:track:0dbZ2iUuKvsm3FupBw6M9N,,,,,,
Money Man,24 (feat. Lil Baby),24 (feat. Lil Baby),spotify:track:7v96VvFLS0wSYT8kewNLRy,,,,,,
Juice WRLD,Death Race For Love,Maze,spotify:track:4mUIe9gfsdtsVP2zFIl74x,,,,,,
King Von,Welcome to O'Block,The Code (feat. Polo G),spotify:track:5NOUjBikzECEJyZMTxtErD,,,,,,
Drake,The Motto,The Motto,spotify:track:49ySwzAyvxcNXOkOP6ZB1L,,,,,,
B-Dang,Money Talk,Money Talk,spotify:track:4wyXzARB4CYIGkMmEZs0Wn,,,,,,
2KBABY,MAD,MAD,spotify:track:5LXdAueF0raRI8ZF3ywdWM,,,,,,
Playboi Carti,Whole Lotta Red,Sky,spotify:track:29TPjc8wxfz4XMn21O7VsZ,,,,,,
Lil Kapow,BLACKOUT,BLACKOUT,spotify:track:29hrQIClzqNqMPO4bVWcjI,,,,,,
A Boogie Wit da Hoodie,TBA,Timeless (feat. DJ SPINKING),spotify:track:0q5DrtpnnGpOvBy5nnPMbe,,,,,,
Drake,Scorpion,Mob Ties,spotify:track:7txPE73wHbuXYkM1h8zNrG,,,,,,
Bazzi,Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),spotify:track:4VUwkH455At9kENOfzTqmF,,,,,,
Playboi Carti,Die Lit,Love Hurts (feat. Travis Scott),spotify:track:3K6U7TamNyVSWcFH8pCQHX,,,,,,
Lil Skies,Life of a Dark Rose,Nowadays (feat. Landon Cube),spotify:track:2u7mxWSeoqTXndK5e08jMp,,,,,,
Kodak Black,Dying to Live,MoshPit (feat. Juice WRLD),spotify:track:4KX8vXbouybtUptEyYxtIk,,,,,,
DJ Khaled,Father Of Asahd,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)",spotify:track:7rpfivzGLlfaGadk5IiRen,,,,,,
Famous Dex,Dex Meets Dexter,JAPAN,spotify:track:5PTG6rrL6EPFD9E2QMI2pl,,,,,,
Quin Nfn,4NUN,Stay Down,spotify:track:6JUrn6nhspiIBO27T6l7rT,,,,,,
Travis Scott,Birds In The Trap Sing McKnight,guidance,spotify:track:2c2csx4OTYtbkzvbSTXlGY,,,,,,
ScHoolboy Q,CrasH Talk,Floating (feat. 21 Savage),spotify:track:4NN6N5TxBO5k9uqu0W4gfQ,,,,,,
Jack Harlow,SUVs (Black on Black),SUVs (Black on Black),spotify:track:1MIGkQxcdAt2lDx6ySpsc5,,,,,,
Polo G,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),spotify:track:74fV8TuLZKVzSIOOGu8wwI,,,,,,
MadeinTYO,You Are Forgiven,Kelly Rowland,spotify:track:0tscFS7HW2kO8ktEM1euTQ,,,,,,
Quality Control,Quality Control: Control The Streets Volume 1,My Dawg,spotify:track:49K3jbwZmZKaDGTfjpIVg0,,,,,,
Skizzy Mars,The Red Balloon Project,Time (feat. G-Eazy & Olivver the Kid),spotify:track:1UmqCjLXjTwPmuTeaopDQh,,,,,,
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Ain't Livin Right (feat. Gunna),spotify:track:0JR7iZZ6Ql79sXW3rbiS3F,,,,,,
Lil Tecca,Ransom,Ransom (with Juice WRLD) - Remix,spotify:track:5DSfqrLkUHLZ9bW0SS3rVy,,,,,,
XXXTENTACION,?,$$$ - with Matt Ox,spotify:track:65u1dHQyQyE4y4aN2eDmMF,,,,,,
Juice WRLD,Death Race For Love,Fast,spotify:track:6MjNilJCVKJq0LfFvo5jWJ,,,,,,
Travis Scott,Rodeo (Expanded Edition),Ok Alright (feat. ScHoolboy Q),spotify:track:0MRZ9nMoLc7qQ8Nhovv8C8,,,,,,
NAV,NAV,Lonely,spotify:track:11HOTp4KdeOwmn7Ew0GSIs,,,,,,
916frosty,SPACE DASH,SPACE DASH,spotify:track:5C7oYxtvCFYNs2I6wGG2OL,,,,,,
KYLE,iSpy,iSpy,spotify:track:0WjYgf4qH3B0v0HmW61doL,,,,,,
Shy Glizzy,Dope Boy Magic (feat. Trey Songz and A Boogie wit da Hoodie),Dope Boy Magic (feat. Trey Songz and A Boogie wit da Hoodie),spotify:track:3mxRdu0oDpzHqekIL3zzAt,,,,,,
Jay Rock,Redemption,Wow Freestyle (feat. Kendrick Lamar),spotify:track:12rbR0qoFJQ7rRGzgXrzHy,,,,,,
Belly,Up For Days,Might Not,spotify:track:5e9aFSdnkQUrm5y8Dhw0qN,,,,,,
Young Thug,So Much Fun,Bad Bad Bad (feat. Lil Baby),spotify:track:1GeNui6m825V8jP4uKiIaH,,,,,,
convolk,LONEWOLF,lonewolf,spotify:track:1lSqu7LFx7v51aGMeKVYaI,,,,,,
Polo G,THE GOAT,Relentless,spotify:track:1F8yKtk5CQBptos4kM7aO7,,,,,,
Pop Smoke,Shoot For The Stars Aim For The Moon,For The Night (feat. Lil Baby & DaBaby),spotify:track:0PvFJmanyNQMseIFrU708S,,,,,,
King Von,Don't Play That,Don't Play That,spotify:track:6BczFLHW9aIf9aWn5NFuNL,,,,,,
Johnny Rain,EP2,'13,spotify:track:2XWBVVOJriYn0ouHsJVbL9,,,,,,
Aminé,Good For You,Wedding Crashers,spotify:track:3nVDOYBJpdCkRR6r1DbZum,,,,,,
Comethazine,BAWSKEE 3.5,HENCH MAFIA,spotify:track:59szNf58dJ8WqOKOgf3Fpz,,,,,,
Lil Skies,Shelby,When I'm Wasted,spotify:track:2pzlvIwI67SEfjLwkZISh8,,,,,,
Gunna,Drip or Drown 2,Wit It,spotify:track:1unFtbwcAnSGgYPmp52vc0,,,,,,
Usher,Hard II Love,No Limit,spotify:track:5is2KiI0FDPLPLRq9hFybw,,,,,,
Rich The Kid,Party Bus,Party Bus,spotify:track:2RPNu8WTEHuInQJqRYDlWA,,,,,,
Ali Gatie,What If I Told You That I Love You,What If I Told You That I Love You,spotify:track:3cqPu20DGTGUoZtbJH2Dmi,,,,,,
Drake,Views,Childs Play,spotify:track:0k9RIzZtAo4DTQu0ZM6lNZ,,,,,,
D. Savage,Trust No One,Knots,spotify:track:1OpbwxgoKtIj5LdhAkXTBY,,,,,,
Drake,Certified Lover Boy,Pipe Down,spotify:track:11pEKMLmavDu8fxOB5QjbQ,,,,,,
Ski Mask The Slump God,STOKELEY,Nuketown (feat. Juice WRLD),spotify:track:74lnM5V6ecvoTPV0fvptx9,,,,,,
Lil Peep,Star Shopping,Star Shopping,spotify:track:30bqVoKjX479ab90a8Pafp,,,,,,
Xavier Weeks,Rambo,Rambo,spotify:track:6rAUKJKIA0bG0Yph6ojsru,,,,,,
blackbear,digital druglord,chateau,spotify:track:13JyykwyYQ3T5QxxL34ukQ,,,,,,
Young Thug,JEFFERY,Wyclef Jean,spotify:track:55OdqrG8WLmsYyY1jijD9b,,,,,,
Quality Control,Quality Control: Control The Streets Volume 1,Ice Tray,spotify:track:3wdfLVUhmX64lIyWIIEW8s,,,,,,
Big Sean,Detroit 2,Lithuania (feat. Travis Scott),spotify:track:4VLTxHOyFX5FRtkpsFm5Pc,,,,,,
ScHoolboy Q,CrasH Talk,Lies (feat. Ty Dolla $ign & YG),spotify:track:7gPHxxAq4YjK7GoLT3Vch3,,,,,,
NAV,RECKLESS,Faith (feat. Quavo),spotify:track:3NelcGZ46JmV9LqOD1pnxA,,,,,,
blackbear,digital druglord,do re mi,spotify:track:3Q3myFA7q4Op95DOpHplaY,,,,,,
French Montana,Jungle Rules,A Lie,spotify:track:1vVNlXi8gf8tZ7OhnEs4VE,,,,,,
Kanye West,My Beautiful Dark Twisted Fantasy,POWER,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,,,,,,
Quality Control,Quality Control: Control The Streets Volume 2,Big Rocks (Offset feat. Young Thug),spotify:track:2JdIqJBbIiwEah4ejqIWGj,,,,,,
PnB Rock,Catch These Vibes,Rewind,spotify:track:2aTUOXJgXvlQzK2KCcgYQt,,,,,,
Train,"Save Me, San Francisco (Golden Gate Edition)","Hey, Soul Sister",spotify:track:4HlFJV71xXKIGcU3kRyttv,,,,,,
Huncho Jack,"Huncho Jack, Jack Huncho",Dubai Shit,spotify:track:6urLjX35oXXRYtcH1b3dCh,,,,,,
Mac Miller,Knock Knock - Single,Knock Knock,spotify:track:3uYm4MtU6jUQft2DtGqEoZ,,,,,,
YoungBoy Never Broke Again,Green Dot,Green Dot,spotify:track:7jGhydOLVj84A9rKheLIu6,,,,,,
Lil Skies,Shelby,Name in the Sand,spotify:track:11p2ty4w5GpoFL4vcK0Cru,,,,,,
Juice WRLD,Death Race For Love,Empty,spotify:track:41MCdlvXOl62B7Kv86Bb1v,,,,,,
Joji,BALLADS 1,SLOW DANCING IN THE DARK,spotify:track:0rKtyWc8bvkriBthvHKY8d,,,,,,
Kendrick Lamar,"good kid, m.A.A.d city",The Recipe (Black Hippy Remix) - Bonus Track,spotify:track:5UHjWOJA6MDl1g3x2HC68V,,,,,,
$NOT,- TRAGEDY +,Moon & Stars (feat. Maggie Lindemann),spotify:track:3oGbHF3Kdwf3AsRCbBjUxu,,,,,,
Internet Money,Blastoff (feat. Juice Wrld & Trippie Redd),Blastoff (feat. Juice Wrld & Trippie Redd),spotify:track:79vHcg0q40NY8PZ6Oyf0pA,,,,,,
Shad Da God,Murder Me (feat. Gunna),Murder Me (feat. Gunna),spotify:track:5xw3YnoahJhuoZibgYbcPL,,,,,,
Offset,Without Warning,Ric Flair Drip (with Metro Boomin),spotify:track:7sO5G9EABYOXQKNPNiE9NR,,,,,,
YoungBoy Never Broke Again,Untouchable,Untouchable,spotify:track:4MofYf0f4ijlVV6elUW5S3,,,,,,
21 Savage,i am > i was,ball w/o you,spotify:track:50a8bKqlwDEqeiEknrzkTO,,,,,,
Metro Boomin,NOT ALL HEROES WEAR CAPES,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",spotify:track:1HLL8X0LH20F6Z9SLXLIjr,,,,,,
J. Cole,2014 Forest Hills Drive,Wet Dreamz,spotify:track:6Ius4TC0L3cN74HT7ENE6e,,,,,,
Bryson Tiller,True to Self,Stay Blessed,spotify:track:6dxU7Xf9j2yNI7aCcT8W1g,,,,,,
Kota the Friend,"Lyrics to GO, Vol. 2",Pomegranate,spotify:track:1jNKhbKmDgYSHHSCEeMXey,,,,,,
Lil Tecca,All Star,All Star (with Lil Tjay),spotify:track:62uolmVjOio9xIfwDM1ZvC,,,,,,
Kota the Friend,Outside,Outside,spotify:track:2i40wZkiPAGIFudrGH99nx,,,,,,
Gunna,Drip or Drown 2,Baby Birkin,spotify:track:0BOmhToQ03yOdpzYKMEnAg,,,,,,
Metro Boomin,NOT ALL HEROES WEAR CAPES,Space Cadet (feat. Gunna),spotify:track:5gub2bpJRgJP4m4MliqtdV,,,,,,
Q Da Fool,100 Round Goon,Mrs.Betty,spotify:track:5lFpqEYdoEst13ptlqCseA,,,,,,
Kid Ink,Summer In The Winter,Promise (feat. Fetty Wap),spotify:track:5IZc3KIVFhjzJ0L2kiXzUl,,,,,,
Pressa,420 in London,420 in London,spotify:track:1zDwQIp3BgbH9dSmYtPBDH,,,,,,
Kendrick Lamar,Section.80,HiiiPower,spotify:track:4fVqQKbROkz8Z9FFJS7vls,,,,,,
Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,spotify:track:3eekarcy7kvN4yt5ZFzltW,,,,,,
NAV,Bad Habits,Tension,spotify:track:7l6LAnuiX2o48fwUQIhDNv,,,,,,
Juice WRLD,Death Race For Love,Hear Me Calling,spotify:track:13ZyrkCDmRz5xY3seuAWYk,,,,,,
Metro Boomin,NOT ALL HEROES WEAR CAPES,Lesbian (feat. Gunna & Young Thug),spotify:track:3tkFCUaISwablf9MJydsuB,,,,,,
Huncho Jack,"Huncho Jack, Jack Huncho",Black & Chinese,spotify:track:628Ueb4sRiXApObhcU9iPU,,,,,,
Quin Nfn,Poles,Poles,spotify:track:13LRpDmtzHCmWK4cL9iJ8N,,,,,,
Tame Impala,Currents,The Less I Know The Better,spotify:track:6K4t31amVTZDgR3sKmwUJJ,,,,,,
J. Cole,KOD,FRIENDS (feat. kiLL edward),spotify:track:6onwlDmIVKE8bBgyBRSuS0,,,,,,
Lil Yachty,Lil Boat 3,Split/Whole Time,spotify:track:62hpoPrA3rtfeX1aWONig5,,,,,,
Trippie Redd,!,Everything BoZ,spotify:track:1WnKJJKMtnmPdvFGOxcRVZ,,,,,,
Polo G,THE GOAT,Flex (feat. Juice WRLD),spotify:track:2QqJTIlGKRLJC3onkavYEz,,,,,,
"Tyler, The Creator",Flower Boy,See You Again (feat. Kali Uchis),spotify:track:7KA4W4McWYRpgf0fWsJZWB,,,,,,
J. Cole,MIDDLE CHILD,MIDDLE CHILD,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,,,,,,
A$AP Mob,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)","RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",spotify:track:6kl1qtQXQsFiIWRBK24Cfp,,,,,,
Drake,Take Care,Headlines,spotify:track:7kfTqGMzIHFWeBeOJALzRf,,,,,,
Yung Bans,Yung Bans,Waterslide (feat. Lil Skies),spotify:track:795VzZodMdZzC5fXMp2L3T,,,,,,
Shwayze,Shwayze Summer,Love Is Overrated,spotify:track:5d5bSjkqZlF0m6IW7ZHcfr,,,,,,
Rae Sremmurd,Powerglide (feat. Juicy J),Powerglide (feat. Juicy J),spotify:track:2yUbCEiaolfSMluDo9RMmG,,,,,,
Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",Lemonade,spotify:track:02kDW379Yfd5PzW5A6vuGt,,,,,,
$NOT,Beautiful Havoc,Like Me (feat. iann dior),spotify:track:706ZrLifsm0nwlucKr4kQg,,,,,,
Waka Flocka Flame,Flockaveli,No Hands (feat. Roscoe Dash & Wale),spotify:track:03tqyYWC9Um2ZqU0ZN849H,,,,,,
Young Thug,So Much Fun,Mannequin Challenge (feat. Juice WRLD),spotify:track:5TnLXSd4h6G06Fbt2ApOpa,,,,,,
Kendrick Lamar,To Pimp A Butterfly,Alright,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs,,,,,,
Rich The Kid,The World Is Yours 2,Rockets (feat. Takeoff & Lil Pump),spotify:track:0L1Wwj6636oMkD6BkDq3JK,,,,,,
Ty Dolla $ign,"By Yourself (feat. Bryson Tiller, Jhené Aiko & Mustard)","By Yourself (feat. Bryson Tiller, Jhené Aiko & Mustard) - Remix",spotify:track:7ynCvGoSYmyMyEh3F9p0mX,,,,,,
Quavo,L A M B T A L K,LAMB TALK,spotify:track:3nmfktGzQJe0B77Ilcce1o,,,,,,
XXXTENTACION,17,Depression & Obsession,spotify:track:2H3wWrnO758y0fPH7Ilerg,,,,,,
Young Thug,Barter 6,Check,spotify:track:1jk9c0gZI0wbn5GvAj7PBV,,,,,,
The Weeknd,After Hours,Blinding Lights,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,,,,,,
Laney Keyz,Colorful Shit,Colorful Shit,spotify:track:2Ghg48UuNyTaDo99FGDYK6,,,,,,
NAV,Perfect Timing,Minute,spotify:track:3JWh19WsndEFg0UFRFeTiU,,,,,,
Kendrick Lamar,Black Panther The Album Music From And Inspired By,Big Shot (with Travis Scott),spotify:track:5cXg9IQS34FzLVdHhp7hu7,,,,,,
Young Thug,On the Run,On the Run (feat. Offset),spotify:track:04yv0dtqVm9u745efIuxbZ,,,,,,
Lil Pump,Harverd Dropout,Off White,spotify:track:4w6rP1zXxWMMJ132iDGn25,,,,,,
Dreamville,Revenge Of The Dreamers III,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",spotify:track:5WnfnSpuNEGXyEt78PBA6d,,,,,,
Jon Bellion,All Time Low,All Time Low,spotify:track:5wQRNkb7OhzJoT1P0OZ4Rw,,,,,,
Lil Tecca,We Love You Tecca,Glo Up,spotify:track:4QjLUh87xXSWoOVFbtjkWb,,,,,,
Future,Pluto x Baby Pluto,Real Baby Pluto,spotify:track:1rP5gAqMlm8d6UnfseuzSm,,,,,,
Meek Mill,Championships,Going Bad (feat. Drake),spotify:track:2IRZnDFmlqMuOrYOLnZZyc,,,,,,
lil a-lik,SAME FEELINGS,SAME FEELINGS,spotify:track:5r5OglITwj3Gc4nrml8npb,,,,,,
A Boogie Wit da Hoodie,Artist 2.0,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",spotify:track:733c1CWmIGymoQXdp7Us88,,,,,,
Yung Bans,Yung Bans,Lonely (feat. Lil Skies),spotify:track:4TMYf4SaVCnW4bLwC9NtiX,,,,,,
6ix9ine,DUMMY BOY,WAKA,spotify:track:6o79O9qBP3OAkWOXajAQIS,,,,,,
A Boogie Wit da Hoodie,Right Moves,Right Moves,spotify:track:0L8X7lc6mbQ9fty4V9z3mE,,,,,,
Lil Skies,Shelby,Mansion,spotify:track:49ImM4CYsEL5KG1hzUaCzq,,,,,,
Childish Gambino,Camp,Bonfire,spotify:track:799f6Ih1Pu4AUApMyXhxUc,,,,,,
Lil Skies,Life of a Dark Rose,Welcome to the Rodeo,spotify:track:5GpAhJpbHvUi6gY6RG15Ze,,,,,,
"Tyler, The Creator",IGOR,I DON'T LOVE YOU ANYMORE,spotify:track:5A0M6B0RBSXSNWv0wcppZ9,,,,,,
Drake,More Life,Portland,spotify:track:2bjwRfXMk4uRgOD9IBYl9h,,,,,,
Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],Hot (Remix) [feat. Gunna and Travis Scott],spotify:track:56AMYGJzxBO6p8v0wEe9de,,,,,,
Lil Uzi Vert,Luv Is Rage 2,444+222,spotify:track:1QgTBfRN5m81a5K01qens6,,,,,,
SpotemGottem,Beat Box 3 (feat. DaBaby),Beat Box 3 (feat. DaBaby),spotify:track:6toQdWWc4noiOk3Eo5mVDS,,,,,,
YNW Melly,Suicidal (Remix) [feat. Juice WRLD],Suicidal (Remix) [feat. Juice WRLD],spotify:track:4S2uhQE8L9V6p7rj7SiauJ,,,,,,
guccihighwaters,goner,goner,spotify:track:7KNm37L99ZBVDSsS0NYn2R,,,,,,
pxzvc,Bad Idea,Bad Idea,spotify:track:1D5q7cBDHLBDbzQDVrS6E3,,,,,,
HoodRich Pablo Juan,BLO: The Movie,Just Vibe (feat. Gunna),spotify:track:1g8nfOOpggE0iyhomrk9fh,,,,,,
21 Savage,Immortal,Immortal,spotify:track:4IO8X9W69dIQe0EC5ALXhq,,,,,,
CEO Trayle,Ok Cool,Ok Cool,spotify:track:7kOU7qeq1PV6R2ZJcKUyIQ,,,,,,
Travis Scott,ASTROWORLD,COFFEE BEAN,spotify:track:6vnfObZ4Ys70SBAtti1xZ9,,,,,,
Juice WRLD,Death Race For Love,Flaws And Sins,spotify:track:2BSbCCbaSCzkOEZa6N5901,,,,,,
KESHORE,Orange Juice,Orange Juice,spotify:track:4lqUrxQqVy1fTRrkO5U3Zq,,,,,,
Rae Sremmurd,SR3MM,Touchscreen Navigation - From Swaecation,spotify:track:20NeQXq8WWCG89ul5nH4BP,,,,,,
Gucci Mane,The Return of East Atlanta Santa,Both (feat. Drake),spotify:track:5tFep7dXGd7vEJ668wTPux,,,,,,
The Weeknd,Black Panther The Album Music From And Inspired By,Pray For Me (with Kendrick Lamar),spotify:track:77UjLW8j5UAGAGVGhR5oUK,,,,,,
J. Cole,The Off-Season,p r i d e . i s . t h e . d e v i l (with Lil Baby),spotify:track:5W8jRrZ6tWrTrqnKRtIQBf,,,,,,
KESHORE,GRATATA,GRATATA,spotify:track:5RjTwXKoj0iZYmIjkDveDG,,,,,,
Russ,What They Want,What They Want,spotify:track:3aWhZ1zeqy1kdjXiyMh22T,,,,,,
J. Cole,Lewis Street,Lion King On Ice,spotify:track:1ZvBVbsaNqHEP6ymXaPGlj,,,,,,
Rae Sremmurd,SremmLife,This Could Be Us,spotify:track:4jTiyLlOJVJj3mCr7yfPQD,,,,,,
Migos,Culture,Kelly Price (feat. Travis Scott),spotify:track:204U3zjm9kkzX25Pr4Rdld,,,,,,
Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,Mr. Rager,spotify:track:393MDhe62s8hbH8ETrlxe5,,,,,,
AnnenMayKantereit,Tom's Diner,Tom's Diner,spotify:track:0oA9wBGDY4uyILLg4GymWP,,,,,,
Polo G,Hall of Fame,So Real,spotify:track:0NvHg9fiix03UG7hdYx6DI,,,,,,
Ok2222,Lazy Daisy,Sunday Dreamin',spotify:track:4AYNSE5m4yRK1p9BMwNOul,,,,,,
6LACK,East Atlanta Love Letter,Pretty Little Fears (feat. J. Cole),spotify:track:4at3d5QWnlibMVN75ECDrp,,,,,,
guccihighwaters,singles,oh fuck im drunk,spotify:track:6qI4hA8Jp6SrjVQbDOWCcK,,,,,,
Trippie Redd,YELL OH (feat. Young Thug),YELL OH,spotify:track:6nqv5Sz8mYhtVVIdyyXMYl,,,,,,
Lil Uzi Vert,Luv Is Rage 2,Sauce It Up,spotify:track:1uL78kFWxhz3umTMWJu8n5,,,,,,
88GLAM,88GLAM2,Snow Globe,spotify:track:2Rkhxx8afqkb93AwIAMbJN,,,,,,
